# This file was produced by the NASA Exoplanet Archive  http://exoplanetarchive.ipac.caltech.edu
# Fri Jul 27 09:27:49 2018
#
# COLUMN pl_orbsmax:     Orbit Semi-Major Axis [AU])
# COLUMN pl_orbsmaxerr1: Orbit Semi-Major Axis Upper Unc. [AU]
# COLUMN pl_orbsmaxerr2: Orbit Semi-Major Axis Lower Unc. [AU]
# COLUMN pl_orbsmaxlim:  Orbit Semi-Major Axis Limit Flag
# COLUMN pl_bmassj:      Planet Mass or M*sin(i)[Jupiter mass]
# COLUMN pl_bmassjerr1:  Planet Mass or M*sin(i)Upper Unc. [Jupiter mass]
# COLUMN pl_bmassjerr2:  Planet Mass or M*sin(i)Lower Unc. [Jupiter mass]
# COLUMN pl_bmassjlim:   Planet Mass or M*sin(i)Limit Flag
# COLUMN st_teff:        Effective Temperature [K]
# COLUMN st_tefferr1:    Effective Temperature Upper Unc. [K]
# COLUMN st_tefferr2:    Effective Temperature Lower Unc. [K]
# COLUMN st_tefflim:     Effective Temperature Limit Flag
# COLUMN st_rad:         Stellar Radius [Solar radii]
# COLUMN st_raderr1:     Stellar Radius Upper Unc. [Solar radii]
# COLUMN st_raderr2:     Stellar Radius Lower Unc. [Solar radii]
# COLUMN st_radlim:      Stellar Radius Limit Flag
#
loc_rowid,pl_orbsmax,pl_orbsmaxerr1,pl_orbsmaxerr2,pl_orbsmaxlim,pl_bmassj,pl_bmassjerr1,pl_bmassjerr2,pl_bmassjlim,st_teff,st_tefferr1,st_tefferr2,st_tefflim,st_rad,st_raderr1,st_raderr2,st_radlim
3109,,,,,,,,,5418.00,89.83,-94.34,0,0.86,0.08,-0.05,0
3110,,,,,,,,,5326.00,51.69,-44.60,0,0.78,0.03,-0.03,0
3111,,,,,,,,,5107.00,42.91,-45.51,0,0.80,0.04,-0.03,0
3112,,,,,,,,,5217.00,50.31,-50.86,0,0.81,0.05,-0.04,0
3113,,,,,,,,,3813.00,40.13,-38.49,0,0.48,0.03,-0.02,0
3114,,,,,,,,,5327.00,66.34,-61.93,0,0.82,0.06,-0.05,0
3115,,,,,,,,,5601.00,89.95,-87.84,0,0.90,0.11,-0.07,0
3116,0.078100,0.000700,-0.000700,0,0.63000,0.12000,-0.12000,0,6000.00,100.00,-100.00,0,1.12,0.04,-0.04,0
3117,,,,,,,,,5438.00,62.55,-80.55,0,0.87,0.10,-0.05,0
3118,,,,,,,,,6129.00,80.64,-111.81,0,1.24,0.42,-0.15,0
3119,,,,,,,,,4642.00,41.76,-44.03,0,0.71,0.02,-0.03,0
3120,,,,,,,,,5486.00,77.47,-78.82,0,0.85,0.02,-0.02,0
3121,,,,,,,,,5594.00,84.04,-77.39,0,0.93,0.06,-0.05,0
3122,,,,,,,,,5849.00,106.52,-158.12,0,1.04,0.28,-0.10,0
3123,,,,,,,,,5418.00,87.09,-89.83,0,0.93,0.10,-0.07,0
3124,,,,,,,,,5096.00,70.39,-92.77,0,0.78,0.04,-0.04,0
3125,,,,,,,,,5934.00,95.16,-141.93,0,1.10,0.28,-0.12,0
3126,,,,,,,,,5009.00,218.03,-165.40,0,0.75,0.06,-0.06,0
3127,0.081800,0.001200,-0.001200,0,10.10000,0.40000,-0.40000,0,5200.00,100.00,-100.00,0,0.89,0.02,-0.02,0
3128,,,,,,,,,6160.00,90.96,-121.55,0,1.23,0.42,-0.16,0
3129,,,,,,,,,6160.00,90.96,-121.55,0,1.23,0.42,-0.16,0
3130,,,,,,,,,5387.00,131.81,-138.29,0,0.84,0.08,-0.06,0
3131,,,,,,,,,5373.00,161.73,-107.25,0,0.83,0.07,-0.06,0
3132,,,,,,,,,4346.00,51.36,-39.68,0,0.65,0.02,-0.02,0
3133,,,,,,,,,5935.00,126.07,-181.97,0,1.08,0.26,-0.12,0
3134,,,,,,,,,5043.00,89.62,-83.54,0,0.77,0.02,-0.02,0
3135,,,,,,,,,5043.00,89.62,-83.54,0,0.77,0.02,-0.02,0
3136,,,,,,,,,5282.00,97.87,-62.48,0,0.79,0.06,-0.07,0
3137,,,,,,,,,6014.00,221.13,-288.93,0,1.13,0.38,-0.18,0
3138,,,,,,,,,6228.00,72.21,-60.59,0,1.42,0.31,-0.23,0
3139,,,,,,,,,6228.00,72.21,-60.59,0,1.42,0.31,-0.23,0
3140,,,,,,,,,6228.00,72.21,-60.59,0,1.42,0.31,-0.23,0
3141,,,,,,,,,6228.00,72.21,-60.59,0,1.42,0.31,-0.23,0
3142,,,,,,,,,5860.00,94.60,-133.91,0,1.04,0.22,-0.09,0
3143,0.027400,0.002000,-0.001900,0,2.01000,0.37000,-0.35000,0,6409.00,95.00,-95.00,0,1.32,0.08,-0.08,0
3144,,,,,,,,,5322.00,65.68,-81.73,0,0.85,0.07,-0.04,0
3145,,,,,,,,,5322.00,65.68,-81.73,0,0.85,0.07,-0.04,0
3146,,,,,,,,,5706.00,130.90,-104.39,0,0.93,0.11,-0.07,0
3147,,,,,,,,,5944.00,98.94,-123.90,0,1.08,0.23,-0.11,0
3148,,,,,,,,,5166.00,75.73,-93.71,0,0.80,0.05,-0.04,0
3149,,,,,,,,,5557.00,132.83,-102.61,0,0.89,0.10,-0.07,0
3150,,,,,,,,,5901.00,81.23,-89.97,0,1.06,0.23,-0.10,0
3151,,,,,,,,,5992.00,95.54,-140.96,0,1.15,0.31,-0.13,0
3152,,,,,,,,,5694.00,163.45,-124.14,0,0.94,0.12,-0.08,0
3153,,,,,,,,,5108.00,177.47,-165.03,0,0.78,0.05,-0.05,0
3154,,,,,,,,,6186.00,127.24,-184.13,0,1.28,0.55,-0.19,0
3155,,,,,,,,,6186.00,127.24,-184.13,0,1.28,0.55,-0.19,0
3156,0.045010,0.000630,-0.000630,0,0.43000,0.03200,-0.03200,0,5520.00,60.00,-60.00,0,0.99,0.02,-0.02,0
3157,,,,,,,,,5598.00,127.60,-124.54,0,0.92,0.12,-0.07,0
3158,,,,,,,,,5598.00,127.60,-124.54,0,0.92,0.12,-0.07,0
3159,,,,,,,,,5598.00,127.60,-124.54,0,0.92,0.12,-0.07,0
3160,,,,,,,,,5906.00,145.88,-193.81,0,1.05,0.18,-0.11,0
3161,,,,,,,,,5714.00,67.61,-85.03,0,1.11,0.22,-0.15,0
3162,,,,,,,,,5850.00,76.73,-65.30,0,1.01,0.05,-0.04,0
3163,,,,,,,,,6403.00,86.23,-76.70,0,2.42,0.34,-0.41,0
3164,,,,,,,,,5468.00,67.97,-70.49,0,0.84,0.02,-0.02,0
3165,,,,,,,,,5071.00,57.15,-86.62,0,0.78,0.04,-0.04,0
3166,,,,,,,,,4043.00,36.21,-34.40,0,0.56,0.02,-0.02,0
3167,,,,,,,,,5102.00,71.96,-62.12,0,0.77,0.04,-0.05,0
3168,,,,,,,,,3804.00,35.65,-34.03,0,0.44,0.03,-0.03,0
3169,,,,0,0.01000,0.00000,0.00000,0,5089.00,50.00,-50.00,0,0.75,0.03,-0.03,0
3170,,,,,,,,,5769.00,62.55,-57.06,0,1.02,0.10,-0.06,0
3171,,,,,,,,,5162.00,64.88,-64.49,0,0.78,0.04,-0.06,0
3172,,,,,,,,,5867.00,70.10,-61.94,0,1.01,0.13,-0.09,0
3173,,,,,,,,,5521.00,66.78,-52.89,0,0.89,0.04,-0.03,0
3174,,,,,,,,,5674.00,74.62,-83.91,0,1.32,0.28,-0.26,0
3175,,,,,,,,,4739.00,115.49,-69.98,0,0.71,0.02,-0.03,0
3176,,,,,,,,,4838.00,59.77,-45.60,0,0.74,0.01,-0.01,0
3177,,,,,,,,,4248.00,40.90,-33.57,0,0.62,0.02,-0.02,0
3178,,,,,,,,,6159.00,129.54,-186.01,0,1.23,0.39,-0.17,0
3179,,,,,,,,,5870.00,204.63,-120.74,0,1.02,0.20,-0.11,0
3180,0.117000,0.002000,-0.002000,0,0.03430,0.02300,-0.01900,0,6174.00,83.00,-117.00,0,1.30,0.03,-0.03,0
3181,0.187000,0.002000,-0.003000,0,0.01900,0.00600,-0.00720,0,6174.00,83.00,-117.00,0,1.30,0.03,-0.03,0
3182,0.287000,0.004000,-0.004000,0,0.01900,0.00660,-0.00500,0,6174.00,83.00,-117.00,0,1.30,0.03,-0.03,0
3183,0.386000,0.005000,-0.005000,0,0.01300,0.00380,-0.00350,0,6174.00,83.00,-117.00,0,1.30,0.03,-0.03,0
3184,,,,,,,,,5208.00,139.26,-114.14,0,0.80,0.05,-0.05,0
3185,,,,,,,,,6383.00,218.04,-160.88,0,1.47,0.61,-0.25,0
3186,,,,,,,,,5971.00,136.24,-175.96,0,1.12,0.28,-0.13,0
3187,,,,,,,,,5745.00,145.41,-198.84,0,0.97,0.20,-0.10,0
3188,,,,,,,,,5839.00,74.39,-64.99,0,1.38,0.34,-0.22,0
3189,,,,,,,,,5631.00,83.20,-75.42,0,0.96,0.10,-0.07,0
3190,,,,,,,,,5475.00,79.05,-84.69,0,1.09,0.30,-0.18,0
3191,,,,,,,,,5680.00,292.15,-205.19,0,0.95,0.18,-0.09,0
3192,,,,,,,,,6224.00,124.30,-142.87,0,1.29,0.56,-0.18,0
3193,,,,,,,,,5681.00,116.48,-90.98,0,0.93,0.12,-0.07,0
3194,0.047400,0.001800,-0.002100,0,0.59000,0.13000,-0.12000,0,6213.00,150.00,-150.00,0,1.49,0.05,-0.06,0
3195,0.064800,0.000900,-0.000900,0,0.02180,0.00330,-0.00220,0,4540.00,100.00,-100.00,0,0.68,0.02,-0.02,0
3196,0.079200,0.001100,-0.001100,0,0.02121,0.00387,-0.00271,0,4540.00,100.00,-100.00,0,0.68,0.02,-0.02,0
3197,0.037200,0.000500,-0.000500,0,0.02124,0.00217,-0.00160,0,4540.00,100.00,-100.00,0,0.68,0.02,-0.02,0
3198,0.049100,0.000700,-0.000700,0,0.01299,0.00255,-0.00299,0,4540.00,100.00,-100.00,0,0.68,0.02,-0.02,0
3199,0.017500,0.000200,-0.000200,0,,,,,4540.00,100.00,-100.00,0,0.68,0.02,-0.02,0
3200,,,,0,,,,0,4540.00,100.00,-100.00,0,0.68,0.02,-0.02,0
3201,,,,,,,,,5315.00,60.48,-67.05,0,0.82,0.06,-0.06,0
3202,,,,,,,,,4435.00,45.95,-38.89,0,0.63,0.03,-0.02,0
3203,,,,,,,,,5507.00,61.60,-67.23,0,0.90,0.12,-0.05,0
3204,,,,,,,,,5919.00,99.49,-100.93,0,1.12,0.16,-0.11,0
3205,,,,,,,,,5817.00,93.12,-78.60,0,1.05,0.13,-0.09,0
3206,,,,,,,,,5817.00,93.12,-78.60,0,1.05,0.13,-0.09,0
3207,,,,,,,,,6112.00,55.03,-66.37,0,1.65,0.06,-0.05,0
3208,,,,,,,,,5770.00,59.80,-67.82,0,1.16,0.34,-0.18,0
3209,,,,,,,,,5965.00,92.34,-92.14,0,1.06,0.20,-0.11,0
3210,,,,,,,,,4653.00,51.38,-57.30,0,0.71,0.02,-0.04,0
3211,,,,,,,,,5734.00,78.27,-78.23,0,0.98,0.18,-0.08,0
3212,,,,,,,,,4500.00,116.00,-116.00,0,0.59,0.03,-0.03,0
3213,,,,,,,,,4500.00,116.00,-116.00,0,0.59,0.03,-0.03,0
3214,0.128000,,,0,,,,,4500.00,116.00,-116.00,0,0.59,0.03,-0.03,0
3215,,,,,,,,,5803.00,75.93,-112.28,0,1.04,0.21,-0.09,0
3216,,,,,,,,,5747.00,64.53,-57.04,0,1.24,0.26,-0.21,0
3217,,,,,,,,,6761.00,124.82,-102.89,0,1.71,0.64,-0.26,0
3218,,,,,,,,,5743.00,69.68,-59.41,0,0.93,0.12,-0.08,0
3219,,,,,,,,,6162.00,90.50,-87.42,0,1.22,0.36,-0.14,0
3220,,,,,,,,,5028.00,52.57,-43.63,0,3.42,0.09,-0.26,0
3221,,,,,,,,,5286.00,54.61,-88.41,0,0.85,0.06,-0.04,0
3222,,,,,,,,,5861.00,259.88,-241.24,0,1.03,0.23,-0.12,0
3223,,,,,,,,,5638.00,214.12,-110.99,0,0.92,0.14,-0.08,0
3224,,,,,,,,,5279.00,165.30,-111.92,0,0.81,0.06,-0.05,0
3225,,,,,,,,,5428.00,100.00,-100.00,0,0.94,0.14,-0.14,0
3226,,,,,,,,,5428.00,100.00,-100.00,0,0.94,0.14,-0.14,0
3227,0.034000,,,0,,,,,5428.00,100.00,-100.00,0,0.94,0.14,-0.14,0
3228,0.063000,,,0,,,,,5428.00,100.00,-100.00,0,0.94,0.14,-0.14,0
3229,,,,,,,,,6260.00,106.61,-147.98,0,1.36,0.59,-0.20,0
3230,,,,,,,,,5191.00,130.91,-100.75,0,0.80,0.05,-0.04,0
3231,,,,,,,,,5928.00,139.36,-183.56,0,1.08,0.25,-0.13,0
3232,,,,,,,,,5643.00,122.30,-122.13,0,0.96,0.18,-0.08,0
3233,,,,,,,,,6035.00,85.61,-120.47,0,1.22,0.46,-0.15,0
3234,,,,,,,,,5976.00,247.56,-202.44,0,1.08,0.28,-0.15,0
3235,,,,,,,,,5976.00,247.56,-202.44,0,1.08,0.28,-0.15,0
3236,,,,,,,,,6079.00,90.49,-96.47,0,1.15,0.18,-0.13,0
3237,,,,,,,,,5602.00,179.40,-142.49,0,0.91,0.11,-0.07,0
3238,,,,,,,,,5039.00,50.73,-59.50,0,0.77,0.04,-0.04,0
3239,,,,,,,,,5698.00,92.85,-120.29,0,0.97,0.20,-0.08,0
3240,,,,,,,,,4648.00,116.00,-116.00,0,0.59,0.03,-0.03,0
3241,,,,,,,,,4648.00,116.00,-116.00,0,0.59,0.03,-0.03,0
3242,0.051000,,,0,,,,,4648.00,116.00,-116.00,0,0.59,0.03,-0.03,0
3243,,,,,,,,,6037.00,155.85,-209.50,0,1.11,0.31,-0.14,0
3244,,,,,,,,,5732.00,74.53,-59.69,0,0.97,0.07,-0.05,0
3245,,,,,,,,,5596.00,181.65,-133.14,0,0.90,0.14,-0.07,0
3246,,,,,,,,,4339.00,39.28,-37.41,0,0.62,0.02,-0.02,0
3247,,,,,,,,,4554.00,50.38,-45.20,0,0.66,0.03,-0.03,0
3248,,,,,,,,,5954.00,71.86,-70.98,0,1.11,0.21,-0.10,0
3249,,,,,,,,,5895.00,74.32,-83.11,0,1.04,0.24,-0.10,0
3250,,,,,,,,,5403.00,58.96,-58.52,0,0.81,0.07,-0.07,0
3251,,,,,,,,,5770.00,68.34,-66.67,0,0.96,0.13,-0.08,0
3252,,,,,,,,,6058.00,87.66,-77.96,0,1.31,0.21,-0.12,0
3253,,,,,,,,,6031.00,143.00,-143.00,0,1.17,0.22,-0.22,0
3254,,,,,,,,,6031.00,143.00,-143.00,0,1.17,0.22,-0.22,0
3255,0.052000,,,0,,,,,6031.00,143.00,-143.00,0,1.17,0.22,-0.22,0
3256,0.181000,,,0,,,,,6031.00,143.00,-143.00,0,1.17,0.22,-0.22,0
3257,0.250000,,,0,,,,,6031.00,143.00,-143.00,0,1.17,0.22,-0.22,0
3258,,,,,,,,,5920.00,113.64,-159.58,0,1.06,0.24,-0.12,0
3259,,,,,,,,,5324.00,58.08,-58.03,0,0.81,0.06,-0.06,0
3260,,,,,,,,,4848.00,60.94,-65.37,0,0.73,0.03,-0.04,0
3261,,,,,,,,,5830.00,106.99,-143.16,0,1.03,0.24,-0.10,0
3262,,,,,,,,,4128.00,46.09,-46.95,0,0.57,0.03,-0.03,0
3263,,,,,,,,,4913.00,57.49,-57.47,0,0.75,0.03,-0.03,0
3264,,,,,,,,,5579.00,69.45,-74.32,0,0.91,0.11,-0.06,0
3265,,,,,,,,,4940.00,51.58,-54.72,0,0.77,0.03,-0.03,0
3266,,,,,,,,,5695.00,70.35,-79.05,0,1.20,0.18,-0.17,0
3267,,,,,,,,,6059.00,81.18,-66.22,0,1.64,0.34,-0.31,0
3268,,,,,,,,,5436.00,100.00,-100.00,0,0.89,0.13,-0.13,0
3269,,,,,,,,,5436.00,100.00,-100.00,0,0.89,0.13,-0.13,0
3270,0.130000,,,0,,,,,5436.00,100.00,-100.00,0,0.89,0.13,-0.13,0
3271,0.163000,,,0,,,,,5436.00,100.00,-100.00,0,0.89,0.13,-0.13,0
3272,,,,,,,,,5932.00,89.30,-95.55,0,1.09,0.29,-0.12,0
3273,,,,,,,,,5455.00,87.48,-80.92,0,0.85,0.08,-0.06,0
3274,,,,,,,,,6100.00,85.43,-84.46,0,1.16,0.05,-0.05,0
3275,,,,,,,,,6350.00,60.54,-55.18,0,1.55,0.44,-0.24,0
3276,,,,,,,,,6179.00,110.41,-142.15,0,1.27,0.51,-0.17,0
3277,,,,,,,,,5835.00,99.82,-156.07,0,1.03,0.21,-0.10,0
3278,,,,,,,,,5535.00,69.55,-84.49,0,0.93,0.12,-0.06,0
3279,,,,,,,,,5773.00,125.46,-173.80,0,0.99,0.25,-0.10,0
3280,,,,,,,,,5653.00,74.35,-61.07,0,0.91,0.04,-0.04,0
3281,,,,,,,,,5020.00,48.72,-50.72,0,0.77,0.03,-0.04,0
3282,,,,,,,,,5836.00,75.40,-111.94,0,1.06,0.26,-0.11,0
3283,,,,,,,,,5047.00,65.25,-72.90,0,0.78,0.04,-0.04,0
3284,,,,,,,,,5333.00,86.45,-134.35,0,0.84,0.07,-0.05,0
3285,,,,,,,,,5678.00,317.91,-195.62,0,0.95,0.22,-0.10,0
3286,,,,,,,,,5754.00,66.12,-63.35,0,1.00,0.26,-0.09,0
3287,,,,,,,,,5570.00,287.71,-208.99,0,0.92,0.18,-0.09,0
3288,,,,,,,,,4751.00,64.17,-70.26,0,0.71,0.03,-0.04,0
3289,,,,,,,,,5541.00,61.72,-68.57,0,0.91,0.06,-0.04,0
3290,,,,,,,,,5614.00,75.11,-68.84,0,0.89,0.09,-0.06,0
3291,,,,,,,,,5664.00,72.29,-95.26,0,0.95,0.22,-0.07,0
3292,0.481000,0.026000,-0.028000,0,1.02000,0.02800,-0.02800,0,5600.00,50.00,-50.00,0,1.82,0.04,-0.04,0
3293,0.676000,0.037000,-0.040000,0,0.02000,0.00300,-0.00300,0,5600.00,50.00,-50.00,0,1.82,0.04,-0.04,0
3294,,,,,,,,,5857.00,139.18,-150.97,0,1.02,0.18,-0.10,0
3295,,,,,,,,,5993.00,107.01,-146.49,0,1.14,0.31,-0.13,0
3296,,,,,,,,,5902.00,123.56,-185.00,0,1.08,0.27,-0.13,0
3297,,,,,,,,,6163.00,97.06,-135.88,0,1.27,0.53,-0.18,0
3298,,,,,,,,,6020.00,155.87,-210.62,0,1.13,0.31,-0.15,0
3299,,,,,,,,,5958.00,259.15,-255.76,0,1.11,0.30,-0.16,0
3300,,,,,,,,,5060.00,63.15,-63.75,0,0.77,0.03,-0.04,0
3301,,,,,,,,,5261.00,66.39,-67.02,0,0.81,0.05,-0.05,0
3302,,,,,,,,,5044.00,49.53,-47.72,0,0.77,0.04,-0.04,0
3303,,,,,,,,,5792.00,96.05,-120.23,0,1.02,0.22,-0.10,0
3304,,,,,,,,,6761.00,98.88,-97.72,0,1.74,0.69,-0.29,0
3305,,,,,,,,,5961.00,102.59,-115.91,0,1.09,0.26,-0.11,0
3306,,,,,,,,,5476.00,141.55,-156.54,0,0.87,0.10,-0.06,0
3307,,,,,,,,,6116.00,64.67,-61.19,0,1.09,0.10,-0.08,0
3308,,,,,,,,,5715.00,62.90,-52.56,0,0.94,0.03,-0.03,0
3309,,,,,,,,,6187.00,71.23,-58.44,0,1.35,0.21,-0.14,0
3310,,,,,,,,,6098.00,97.10,-117.80,0,1.16,0.32,-0.14,0
3311,,,,,,,,,6194.00,62.11,-49.68,0,1.29,0.19,-0.12,0
3312,,,,,,,,,6194.00,62.11,-49.68,0,1.29,0.19,-0.12,0
3313,,,,,,,,,5875.00,66.36,-56.70,0,0.90,0.03,-0.03,0
3314,,,,,,,,,5961.00,75.23,-59.95,0,1.25,0.22,-0.14,0
3315,,,,,,,,,5954.00,84.71,-101.27,0,1.13,0.36,-0.14,0
3316,,,,,,,,,5887.00,115.84,-117.44,0,1.07,0.24,-0.10,0
3317,,,,,,,,,4747.00,47.29,-45.63,0,0.72,0.02,-0.04,0
3318,,,,,,,,,5820.00,98.79,-75.60,0,0.99,0.16,-0.08,0
3319,,,,,,,,,5603.00,83.94,-60.71,0,0.85,0.09,-0.08,0
3320,,,,,,,,,4315.00,42.14,-38.65,0,0.61,0.02,-0.02,0
3321,,,,,,,,,5262.00,56.73,-52.21,0,0.81,0.05,-0.06,0
3322,,,,,,,,,5839.00,103.48,-143.96,0,1.04,0.29,-0.11,0
3323,,,,,,,,,4223.00,42.74,-38.02,0,0.62,0.02,-0.02,0
3324,,,,,,,,,5595.00,270.58,-192.07,0,0.91,0.15,-0.09,0
3325,0.140000,0.001000,-0.001000,0,0.25200,0.01300,-0.01300,0,5777.00,61.00,-61.00,0,1.02,0.05,-0.05,0
3326,0.225000,0.001000,-0.001000,0,0.17100,0.01300,-0.01300,0,5777.00,61.00,-61.00,0,1.02,0.05,-0.05,0
3327,0.027300,0.000420,-0.000430,0,,,,,5777.00,61.00,-61.00,0,1.02,0.05,-0.05,0
3328,,,,,,,,,4836.00,83.81,-69.99,0,0.73,0.03,-0.03,0
3329,,,,,,,,,4184.00,52.61,-49.25,0,0.57,0.03,-0.02,0
3330,,,,,,,,,5647.00,73.28,-88.98,0,0.93,0.12,-0.06,0
3331,,,,,,,,,5682.00,77.93,-110.73,0,0.97,0.17,-0.08,0
3332,,,,,,,,,5682.00,77.93,-110.73,0,0.97,0.17,-0.08,0
3333,,,,,,,,,6160.00,119.73,-149.12,0,1.25,0.42,-0.16,0
3334,,,,,,,,,5461.00,58.65,-55.12,0,0.86,0.02,-0.02,0
3335,,,,,,,,,6035.00,72.63,-62.37,0,1.02,0.04,-0.04,0
3336,,,,,,,,,6106.00,84.34,-82.33,0,1.38,0.06,-0.05,0
3337,,,,,,,,,5973.00,89.43,-95.84,0,1.12,0.08,-0.07,0
3338,,,,,,,,,6154.00,62.02,-57.72,0,1.23,0.13,-0.08,0
3339,0.073100,0.003400,-0.003100,0,0.81000,0.18000,-0.17000,0,4550.00,75.00,-75.00,0,6.30,0.16,-0.16,0
3340,,,,,,,,,6230.00,78.42,-71.69,0,1.50,0.03,-0.03,0
3341,,,,,,,,,6112.00,58.03,-62.20,0,1.99,0.06,-0.07,0
3342,,,,,,,,,5998.00,277.89,-268.31,0,1.11,0.33,-0.17,0
3343,,,,,,,,,4687.00,34.09,-30.74,0,0.61,0.01,-0.01,0
3344,,,,,,,,,5877.00,74.15,-65.03,0,1.15,0.13,-0.09,0
3345,,,,,,,,,6173.00,70.33,-51.89,0,1.38,0.30,-0.17,0
3346,,,,,,,,,5248.00,98.84,-91.38,0,0.81,0.05,-0.04,0
3347,,,,,,,,,5418.00,120.33,-70.72,0,0.76,0.09,-0.06,0
3348,,,,,,,,,6028.00,134.42,-163.81,0,1.14,0.26,-0.12,0
3349,,,,,,,,,6113.00,132.90,-172.00,0,1.21,0.47,-0.15,0
3350,,,,,0.20200,0.04400,-0.04400,0,5883.00,,,0,1.53,,,0
3351,,,,,0.01900,0.00600,-0.00600,0,5883.00,,,0,1.53,,,0
3352,,,,,,,,,5883.00,,,0,1.53,,,0
3353,,,,,,,,,5403.00,62.18,-59.44,0,0.85,0.07,-0.05,0
3354,,,,,,,,,5403.00,62.18,-59.44,0,0.85,0.07,-0.05,0
3355,,,,,,,,,5663.00,69.96,-61.96,0,0.91,0.10,-0.07,0
3356,,,,,,,,,5671.00,64.06,-65.37,0,0.93,0.11,-0.07,0
3357,,,,,,,,,5988.00,82.20,-64.57,0,1.26,0.26,-0.17,0
3358,,,,,,,,,6167.00,124.02,-161.28,0,1.23,0.45,-0.18,0
3359,,,,,,,,,4673.00,62.23,-104.92,0,0.72,0.03,-0.03,0
3360,,,,,,,,,5806.00,100.39,-125.66,0,1.01,0.25,-0.10,0
3361,,,,,,,,,5743.00,85.68,-106.02,0,0.99,0.23,-0.08,0
3362,,,,,,,,,4700.00,57.52,-57.97,0,0.70,0.03,-0.04,0
3363,,,,,,,,,5869.00,290.44,-266.47,0,1.02,0.24,-0.14,0
3364,,,,0,0.01000,0.00000,0.00000,0,5669.00,75.00,-75.00,0,0.98,0.04,-0.04,0
3365,,,,,3.00000,,,-1,5669.00,75.00,-75.00,0,0.98,0.04,-0.04,0
3366,,,,,,,,,6335.00,273.34,-258.85,0,1.40,0.60,-0.27,0
3367,,,,,,,,,5241.00,223.61,-198.95,0,0.81,0.08,-0.05,0
3368,,,,,,,,,5331.00,194.78,-166.65,0,0.84,0.07,-0.05,0
3369,,,,,,,,,5346.00,65.89,-87.13,0,0.84,0.07,-0.05,0
3370,,,,,,,,,5001.00,68.25,-76.01,0,0.77,0.04,-0.03,0
3371,,,,,,,,,4830.00,74.56,-87.15,0,0.73,0.03,-0.04,0
3372,,,,,,,,,5482.00,99.27,-127.57,0,0.89,0.11,-0.06,0
3373,,,,,,,,,6095.00,81.71,-127.30,0,1.22,0.42,-0.15,0
3374,,,,,,,,,6095.00,81.71,-127.30,0,1.22,0.42,-0.15,0
3375,,,,,,,,,5533.00,95.38,-107.50,0,0.89,0.10,-0.06,0
3376,,,,,,,,,5471.00,149.70,-105.85,0,0.85,0.09,-0.07,0
3377,,,,,0.03400,0.00400,-0.00400,0,4781.00,98.00,-98.00,0,0.76,0.03,-0.03,0
3378,,,,,9.83600,0.62900,-0.62900,0,4781.00,98.00,-98.00,0,0.76,0.03,-0.03,0
3379,,,,,,,,,5769.00,169.66,-95.40,0,0.96,0.12,-0.08,0
3380,,,,,,,,,5539.00,154.02,-104.04,0,0.86,0.10,-0.08,0
3381,,,,,,,,,4861.00,77.85,-66.28,0,0.75,0.02,-0.01,0
3382,,,,,,,,,5612.00,121.64,-101.28,0,0.91,0.11,-0.07,0
3383,,,,,,,,,5409.00,108.67,-133.24,0,0.83,0.08,-0.06,0
3384,,,,,,,,,5718.00,119.29,-104.43,0,0.97,0.17,-0.09,0
3385,,,,,,,,,5665.00,263.42,-144.77,0,0.93,0.15,-0.09,0
3386,,,,,,,,,5508.00,133.16,-129.72,0,0.87,0.09,-0.07,0
3387,,,,,,,,,5679.00,174.93,-134.32,0,0.94,0.16,-0.08,0
3388,,,,,,,,,5403.00,200.90,-208.02,0,0.86,0.10,-0.07,0
3389,,,,,0.04100,0.00900,-0.00900,0,5699.00,74.00,-74.00,0,1.41,0.04,-0.04,0
3390,,,,,,,,,5857.00,115.89,-163.53,0,1.02,0.17,-0.09,0
3391,,,,,,,,,4834.00,86.05,-91.65,0,0.73,0.03,-0.03,0
3392,,,,,,,,,5730.00,87.45,-100.17,0,0.99,0.21,-0.08,0
3393,,,,,,,,,5416.00,40.78,-45.57,0,0.99,0.09,-0.07,0
3394,,,,,,,,,5416.00,40.78,-45.57,0,0.99,0.09,-0.07,0
3395,,,,,,,,,4990.00,61.28,-69.80,0,0.76,0.02,-0.02,0
3396,,,,,,,,,5350.00,73.41,-89.94,0,0.84,0.07,-0.04,0
3397,,,,,,,,,6040.00,114.09,-113.17,0,1.15,0.30,-0.14,0
3398,,,,,,,,,4963.00,47.52,-58.85,0,0.75,0.03,-0.04,0
3399,,,,,,,,,5421.00,57.75,-54.04,0,0.86,0.04,-0.03,0
3400,,,,,,,,,7005.00,193.26,-159.47,0,2.01,0.55,-0.40,0
3401,,,,,0.02700,0.01100,-0.01100,0,5690.00,73.00,-73.00,0,1.02,0.09,-0.09,0
3402,,,,,,,,,4755.00,41.26,-40.53,0,0.72,0.02,-0.03,0
3403,,,,,,,,,5582.00,53.72,-55.83,0,0.90,0.03,-0.03,0
3404,,,,,,,,,5478.00,72.81,-55.18,0,0.86,0.02,-0.03,0
3405,,,,,,,,,5461.00,214.90,-150.82,0,0.87,0.10,-0.06,0
3406,,,,,,,,,5427.00,78.18,-75.15,0,0.84,0.02,-0.02,0
